episode;max_abs_e;p95_abs_e;time_in_band_ratio;epsilon_band_w
1097;109002,140532;65899,975578;0,736842;3000,000000
1098;93509,256961;60223,228476;0,768421;3000,000000
1099;107816,722024;54928,300017;0,821053;3000,000000
1100;110196,582349;44412,809373;0,905263;3000,000000
1101;98836,021388;75972,703382;0,768421;3000,000000
1102;120000,000000;57768,830285;0,873684;3000,000000
1103;105830,480056;61955,145082;0,800000;3000,000000
1104;96257,185939;75865,763249;0,736842;3000,000000
1105;92194,616749;50293,245316;0,778947;3000,000000
1106;118012,394530;58302,044474;0,905263;3000,000000
1107;120000,000000;48967,889722;0,842105;3000,000000
1108;103047,626919;59918,318433;0,842105;3000,000000
1109;120000,000000;63819,197987;0,821053;3000,000000
1110;98229,191038;73025,877595;0,842105;3000,000000
1111;102130,179145;83435,102632;0,726316;3000,000000
1112;68061,937738;50175,191868;0,747368;3000,000000
1113;81393,732080;55561,485378;0,768421;3000,000000
1114;120000,000000;68056,310685;0,789474;3000,000000
1115;104056,884268;80412,431141;0,715789;3000,000000
1116;119722,932507;68495,350656;0,768421;3000,000000
1117;119277,008182;97798,304836;0,821053;3000,000000
1118;120000,000000;51668,889610;0,894737;3000,000000
1119;120000,000000;67273,206095;0,863158;3000,000000
1120;93873,450290;55302,142922;0,726316;3000,000000
1121;120000,000000;76456,490049;0,768421;3000,000000
1122;102572,245439;72895,114132;0,852632;3000,000000
1123;120000,000000;67152,651188;0,821053;3000,000000
1124;116204,017124;61746,526620;0,831579;3000,000000
1125;120000,000000;72908,234419;0,821053;3000,000000
1126;103768,170297;72832,941162;0,778947;3000,000000
1127;109882,237566;61449,986661;0,810526;3000,000000
1128;99362,015580;44735,215251;0,842105;3000,000000
1129;113783,029235;73443,062277;0,842105;3000,000000
1130;89475,527992;45684,852729;0,852632;3000,000000
1131;63698,336186;33576,936633;0,915789;3000,000000
1132;120000,000000;64548,728818;0,863158;3000,000000
1133;61052,727961;55958,682485;0,821053;3000,000000
1134;120000,000000;65924,940358;0,842105;3000,000000
1135;86094,297125;64157,013347;0,789474;3000,000000
1136;118272,253701;42827,092257;0,852632;3000,000000
1137;120000,000000;59710,703096;0,842105;3000,000000
1138;100887,255535;53421,239500;0,757895;3000,000000
1139;108499,256453;76749,977066;0,800000;3000,000000
1140;97264,203656;86877,441578;0,789474;3000,000000
1141;112963,915373;36010,318951;0,915789;3000,000000
1142;86871,794078;50718,803150;0,873684;3000,000000
1143;80921,022563;58433,279421;0,894737;3000,000000
1144;70459,108825;34381,797752;0,926316;3000,000000
1145;92991,206949;36723,602135;0,863158;3000,000000
1146;75087,504149;40318,504365;0,831579;3000,000000
1147;120000,000000;63308,802822;0,852632;3000,000000
1148;73795,205563;41890,988780;0,821053;3000,000000
1149;95105,164058;56539,719784;0,726316;3000,000000
1150;104155,066746;58188,391406;0,778947;3000,000000
1151;81401,066354;58024,114942;0,789474;3000,000000
1152;120000,000000;65813,463206;0,842105;3000,000000
1153;114517,460258;61246,246608;0,863158;3000,000000
1154;89653,125304;54536,545642;0,831579;3000,000000
1155;120000,000000;73280,819176;0,873684;3000,000000
1156;78499,397116;34749,544908;0,884211;3000,000000
1157;114109,678378;58073,748164;0,831579;3000,000000
1158;91676,701749;57987,058159;0,831579;3000,000000
1159;92194,616749;65248,977086;0,800000;3000,000000
1160;97727,480188;56115,153849;0,810526;3000,000000
1161;120000,000000;44297,076548;0,842105;3000,000000
1162;103023,450042;70217,315056;0,768421;3000,000000
1163;81138,182277;60163,455263;0,831579;3000,000000
1164;71097,173552;52737,261729;0,757895;3000,000000
1165;102249,651032;57106,038248;0,852632;3000,000000
1166;85373,705098;46863,938535;0,821053;3000,000000
1167;81300,571316;51513,542965;0,821053;3000,000000
1168;120000,000000;57120,943935;0,842105;3000,000000
1169;120000,000000;52119,981612;0,852632;3000,000000
1170;62320,433710;49534,455066;0,831579;3000,000000
1171;97461,506042;43326,343790;0,842105;3000,000000
1172;106604,475108;63047,624165;0,810526;3000,000000
1173;91871,554198;64589,486655;0,884211;3000,000000
1174;120000,000000;58906,023901;0,831579;3000,000000
1175;89830,939387;50878,218415;0,831579;3000,000000
1176;98810,887388;62067,154642;0,831579;3000,000000
1177;102989,589102;65394,713777;0,821053;3000,000000
1178;101315,098793;67874,697099;0,736842;3000,000000
1179;94483,112831;68290,361061;0,831579;3000,000000
1180;90926,377341;78804,138934;0,747368;3000,000000
1181;88624,172801;63913,234928;0,778947;3000,000000
1182;79467,681933;59893,523883;0,778947;3000,000000
1183;93624,408856;56178,279120;0,863158;3000,000000
1184;114109,678378;58910,563864;0,789474;3000,000000
1185;120000,000000;86044,312939;0,831579;3000,000000
1186;95170,778580;54318,953224;0,800000;3000,000000
1187;58022,490595;48675,917453;0,831579;3000,000000
1188;100635,454286;34131,679319;0,884211;3000,000000
1189;119223,961723;51975,633222;0,842105;3000,000000
1190;99764,967063;56190,349708;0,747368;3000,000000
1191;106136,156736;79161,709672;0,768421;3000,000000
1192;110667,224964;74336,711355;0,800000;3000,000000
1193;120000,000000;59600,807543;0,810526;3000,000000
1194;115509,569276;93459,037886;0,800000;3000,000000
1195;119053,525022;65538,946333;0,873684;3000,000000
1196;96388,919277;64729,715451;0,810526;3000,000000
1197;120000,000000;97947,389962;0,715789;3000,000000
1198;102451,018595;52187,932626;0,821053;3000,000000
1199;91891,428558;54700,945323;0,884211;3000,000000
1200;111342,031258;37948,316641;0,915789;3000,000000
1201;107404,385893;44617,881212;0,894737;3000,000000
1202;117838,109013;81782,244758;0,778947;3000,000000
1203;120000,000000;80904,556679;0,715789;3000,000000
1204;120000,000000;34655,291329;0,884211;3000,000000
1205;90992,286846;52182,767338;0,842105;3000,000000
1206;110006,527069;13173,874139;0,936842;3000,000000
1207;119274,926310;43709,501039;0,905263;3000,000000
1208;118799,355812;10765,829197;0,947368;3000,000000
1209;105830,480056;61781,552801;0,842105;3000,000000
1210;102011,931250;75732,128681;0,800000;3000,000000
1211;102519,410153;67954,354758;0,789474;3000,000000
1212;116850,247622;55229,210937;0,873684;3000,000000
1213;90203,780299;57497,837362;0,842105;3000,000000
1214;120000,000000;85118,000132;0,778947;3000,000000
1215;115726,798902;32150,876367;0,915789;3000,000000
1216;120000,000000;0,000000;0,957895;3000,000000
1217;105500,121441;73183,093095;0,842105;3000,000000
1218;120000,000000;104101,326019;0,747368;3000,000000
1219;120000,000000;101727,178703;0,831579;3000,000000
1220;87652,737026;32211,888390;0,884211;3000,000000
1221;117430,817688;96172,914588;0,684211;3000,000000
1222;106360,566677;84865,886458;0,747368;3000,000000
1223;120000,000000;108381,393136;0,705263;3000,000000
1224;114221,029123;91021,714035;0,757895;3000,000000
1225;94797,267636;60221,707768;0,736842;3000,000000
1226;85115,937880;53448,203987;0,821053;3000,000000
1227;120000,000000;74349,885633;0,800000;3000,000000
1228;116792,901002;54466,492654;0,863158;3000,000000
1229;97673,084874;55783,110494;0,778947;3000,000000
1230;120000,000000;98226,642236;0,768421;3000,000000
1231;64791,773863;29427,225839;0,842105;3000,000000
1232;73388,587936;57376,683227;0,863158;3000,000000
1233;88285,033614;50699,201856;0,884211;3000,000000
1234;109527,746887;59020,211140;0,831579;3000,000000
1235;116067,223869;90346,191007;0,789474;3000,000000
1236;120000,000000;98273,570489;0,673684;3000,000000
1237;102685,509939;84834,865420;0,652632;3000,000000
1238;120000,000000;99487,138341;0,715789;3000,000000
1239;120000,000000;83323,060511;0,726316;3000,000000
1240;102936,902684;37492,150164;0,873684;3000,000000
1241;88646,003240;48421,243138;0,884211;3000,000000
1242;120000,000000;79570,803708;0,884211;3000,000000
1243;120000,000000;47405,230482;0,884211;3000,000000
1244;82891,954917;72996,409365;0,810526;3000,000000
1245;72788,487672;27029,407962;0,936842;3000,000000
1246;120000,000000;44774,480461;0,884211;3000,000000
1247;116325,903655;62326,113926;0,842105;3000,000000
1248;65198,887626;48287,255185;0,863158;3000,000000
1249;120000,000000;74755,382030;0,852632;3000,000000
1250;66754,260216;9814,932531;0,936842;3000,000000
1251;103695,477839;70764,616073;0,757895;3000,000000
1252;112999,683992;50939,909030;0,831579;3000,000000
1253;95677,010900;64882,359189;0,789474;3000,000000
1254;93157,415476;56897,722608;0,852632;3000,000000
1255;109154,815160;52442,620325;0,894737;3000,000000
1256;101869,300050;51019,054675;0,842105;3000,000000
1257;120000,000000;70333,258419;0,842105;3000,000000
1258;116524,942404;42556,918265;0,905263;3000,000000
1259;117189,817838;67475,265580;0,926316;3000,000000
1260;102247,889125;47277,067061;0,842105;3000,000000
1261;104017,619137;49747,358489;0,884211;3000,000000
1262;80316,270464;37296,416278;0,926316;3000,000000
1263;116738,596810;37999,115003;0,915789;3000,000000
1264;117423,567552;68202,702618;0,821053;3000,000000
1265;120000,000000;87433,170001;0,821053;3000,000000
1266;79526,568300;53149,337459;0,852632;3000,000000
1267;120000,000000;72053,141997;0,863158;3000,000000
1268;120000,000000;59085,777382;0,905263;3000,000000
1269;104889,357285;62253,813698;0,863158;3000,000000
1270;113103,718143;91144,991831;0,852632;3000,000000
1271;95400,190593;53062,282062;0,842105;3000,000000
1272;102572,245439;0,000000;0,968421;3000,000000
1273;72134,494170;48395,641894;0,852632;3000,000000
1274;82883,676881;16556,889640;0,915789;3000,000000
1275;120000,000000;73746,654974;0,863158;3000,000000
1276;92702,381962;57210,419074;0,863158;3000,000000
1277;117430,817688;59189,670377;0,863158;3000,000000
1278;77451,208255;51940,794709;0,842105;3000,000000
1279;119277,008182;58505,728615;0,894737;3000,000000
1280;94748,539149;60115,298254;0,842105;3000,000000
1281;92114,259186;48587,392465;0,894737;3000,000000
1282;120000,000000;93836,701618;0,863158;3000,000000
1283;120000,000000;55069,386199;0,873684;3000,000000
1284;56047,598992;31828,051819;0,915789;3000,000000
1285;112608,976484;54005,220124;0,800000;3000,000000
1286;108732,393708;62896,170783;0,873684;3000,000000
1287;111836,619526;58339,217865;0,926316;3000,000000
1288;89855,011621;43443,771369;0,842105;3000,000000
1289;120000,000000;65551,667319;0,852632;3000,000000
1290;102519,410153;54318,569188;0,884211;3000,000000
1291;120000,000000;47657,910968;0,894737;3000,000000
1292;74618,013555;39282,848763;0,873684;3000,000000
1293;96686,408125;52103,761500;0,863158;3000,000000
1294;109093,573082;65786,849240;0,884211;3000,000000
1295;109002,140532;63733,189758;0,800000;3000,000000
1296;92519,085021;31179,592467;0,894737;3000,000000
1297;93902,423932;43867,471950;0,873684;3000,000000
1298;91411,096934;28375,044250;0,915789;3000,000000
1299;107439,618266;51473,262302;0,852632;3000,000000
1300;81191,512632;65591,059637;0,894737;3000,000000
1301;68907,764828;25520,011080;0,926316;3000,000000
1302;98947,602254;57685,492294;0,863158;3000,000000
1303;106570,629932;62097,171949;0,905263;3000,000000
1304;107436,929413;23152,270712;0,936842;3000,000000
1305;94214,122015;0,000000;0,968421;3000,000000
1306;107439,618266;52999,554753;0,884211;3000,000000
1307;77456,457451;53512,055014;0,768421;3000,000000
1308;96331,033381;61381,471189;0,831579;3000,000000
1309;91136,114250;46083,853915;0,915789;3000,000000
1310;96695,011926;74517,890252;0,810526;3000,000000
1311;85414,256513;34112,074157;0,873684;3000,000000
1312;76319,602590;48974,201637;0,810526;3000,000000
1313;93306,055336;32869,637531;0,926316;3000,000000
1314;56976,727191;38614,521522;0,884211;3000,000000
1315;116705,441112;66150,731431;0,863158;3000,000000
1316;114054,448181;38988,155515;0,884211;3000,000000
1317;118395,559071;48113,057035;0,873684;3000,000000
1318;107655,470144;47987,845015;0,873684;3000,000000
1319;98019,515702;56413,802687;0,873684;3000,000000
1320;102509,950229;81747,127964;0,831579;3000,000000
1321;88535,109534;48952,261005;0,842105;3000,000000
1322;116165,901066;59184,932972;0,831579;3000,000000
1323;114969,475476;42138,998551;0,926316;3000,000000
1324;76319,602590;62683,636038;0,778947;3000,000000
1325;90925,451094;49181,470567;0,831579;3000,000000
1326;104145,424122;47783,185863;0,873684;3000,000000
1327;99621,982373;60652,516201;0,842105;3000,000000
1328;120000,000000;64119,272363;0,821053;3000,000000
1329;117529,255060;37240,674608;0,936842;3000,000000
1330;92947,727806;21058,476941;0,926316;3000,000000
1331;118108,246578;30586,202855;0,926316;3000,000000
1332;45860,120094;0,000000;0,957895;3000,000000
1333;120000,000000;70686,467927;0,894737;3000,000000
1334;77879,359075;42872,947126;0,873684;3000,000000
1335;49723,154575;0,000000;0,968421;3000,000000
1336;76656,910461;46992,483312;0,926316;3000,000000
1337;102012,091299;50807,840325;0,873684;3000,000000
1338;94866,492180;0,000000;0,957895;3000,000000
1339;114207,299059;63216,822488;0,852632;3000,000000
1340;99154,719677;46969,626072;0,894737;3000,000000
1341;107372,033414;57217,473324;0,884211;3000,000000
1342;69308,693318;7194,505832;0,936842;3000,000000
1343;112083,208410;78525,406099;0,863158;3000,000000
1344;88035,543931;34393,148435;0,873684;3000,000000
1345;91411,096934;3803,185238;0,947368;3000,000000
1346;74085,318629;11210,751181;0,915789;3000,000000
1347;120000,000000;67114,773807;0,852632;3000,000000
1348;77904,709268;67354,587902;0,789474;3000,000000
1349;82883,676881;27358,119290;0,926316;3000,000000
1350;92624,911752;48781,212155;0,894737;3000,000000
1351;99034,876133;33721,369821;0,905263;3000,000000
1352;120000,000000;63942,078245;0,831579;3000,000000
1353;89769,708428;34743,544236;0,926316;3000,000000
1354;101571,157390;51796,407104;0,842105;3000,000000
1355;118706,885066;86646,065428;0,821053;3000,000000
1356;120000,000000;80719,558579;0,852632;3000,000000
1357;100988,012410;28389,808965;0,926316;3000,000000
1358;101026,162336;43922,292593;0,894737;3000,000000
1359;93180,358535;41387,244376;0,873684;3000,000000
1360;108081,439854;37199,275732;0,915789;3000,000000
1361;77451,208255;36691,753252;0,894737;3000,000000
1362;111836,619526;40932,801706;0,884211;3000,000000
1363;88136,164998;2280,688849;0,947368;3000,000000
1364;73332,422867;36904,245216;0,863158;3000,000000
1365;88659,061370;35943,921456;0,894737;3000,000000
1366;118012,394530;7495,253023;0,947368;3000,000000
1367;100189,562313;77457,982874;0,800000;3000,000000
1368;82759,644504;50063,224269;0,884211;3000,000000
1369;71530,165376;55805,142345;0,863158;3000,000000
1370;64799,465051;18968,730888;0,905263;3000,000000
1371;112889,023637;48705,845010;0,884211;3000,000000
1372;99712,301254;52818,559366;0,884211;3000,000000
1373;102685,509939;61477,484310;0,831579;3000,000000
1374;117838,109013;96765,118592;0,863158;3000,000000
1375;90501,367607;53525,679806;0,894737;3000,000000
1376;102509,950229;45109,331653;0,905263;3000,000000
1377;108290,578143;33559,580261;0,915789;3000,000000
1378;117932,360556;62668,684678;0,873684;3000,000000
1379;102470,328706;62076,819953;0,863158;3000,000000
1380;100652,695440;59634,917950;0,884211;3000,000000
1381;105893,426387;0,000000;0,957895;3000,000000
1382;97169,767065;28821,409896;0,936842;3000,000000
1383;107221,605897;33033,020162;0,936842;3000,000000
1384;98854,290620;43721,946821;0,884211;3000,000000
1385;120000,000000;32436,462274;0,926316;3000,000000
1386;91966,059073;33008,118411;0,936842;3000,000000
1387;74243,487034;52085,856856;0,863158;3000,000000
1388;88623,178883;34064,294980;0,894737;3000,000000
1389;96636,226788;53966,543247;0,873684;3000,000000
1390;107121,463787;57574,409190;0,842105;3000,000000
1391;97461,506042;26781,304558;0,873684;3000,000000
1392;115512,854040;31485,023804;0,905263;3000,000000
1393;60029,232060;46624,204549;0,884211;3000,000000
1394;65621,593522;37988,309956;0,894737;3000,000000
1395;76349,779323;37638,195773;0,905263;3000,000000
1396;106604,475108;51491,223164;0,915789;3000,000000
1397;120000,000000;39398,680738;0,905263;3000,000000
1398;99368,431548;51361,219926;0,884211;3000,000000
1399;87706,527391;62723,598115;0,873684;3000,000000
1400;56658,546510;45662,011091;0,894737;3000,000000
1401;49362,854952;0,000000;0,957895;3000,000000
1402;72398,762328;32610,739801;0,926316;3000,000000
1403;106144,395187;72416,580286;0,842105;3000,000000
1404;90002,404976;32183,092997;0,894737;3000,000000
1405;109175,152416;58143,351016;0,894737;3000,000000
1406;116229,484210;74418,285278;0,831579;3000,000000
1407;101935,260725;47751,034835;0,842105;3000,000000
1408;96164,230602;47705,127968;0,894737;3000,000000
1409;120000,000000;80518,398896;0,821053;3000,000000
1410;78185,900506;52393,284665;0,884211;3000,000000
1411;120000,000000;0,000000;0,957895;3000,000000
1412;120000,000000;42994,727935;0,915789;3000,000000
1413;109905,547423;0,000000;0,957895;3000,000000
1414;101226,120051;63184,487398;0,894737;3000,000000
1415;83701,552923;28199,217384;0,915789;3000,000000
1416;96555,640797;24416,048140;0,926316;3000,000000
1417;120000,000000;3414,999908;0,947368;3000,000000
1418;72482,989897;33376,379182;0,915789;3000,000000
1419;97914,301886;30354,717714;0,936842;3000,000000
1420;98240,854035;62927,838968;0,905263;3000,000000
1421;67229,567833;1023,499431;0,947368;3000,000000
1422;107722,162134;46087,417132;0,905263;3000,000000
1423;120000,000000;0,000000;0,957895;3000,000000
1424;63169,088028;33657,948748;0,884211;3000,000000
1425;120000,000000;11447,609300;0,947368;3000,000000
1426;79455,504843;17901,305029;0,936842;3000,000000
1427;116457,247278;6237,884937;0,947368;3000,000000
1428;45481,276176;20606,675691;0,936842;3000,000000
1429;61442,935649;0,000000;0,957895;3000,000000
1430;104846,981721;29464,593926;0,926316;3000,000000
1431;57957,100506;0,000000;0,978947;3000,000000
1432;107655,470144;23750,220744;0,936842;3000,000000
1433;97727,480188;36475,379138;0,905263;3000,000000
1434;110985,379324;0,000000;0,968421;3000,000000
1435;104145,424122;47246,974956;0,863158;3000,000000
1436;73183,974606;28889,207595;0,894737;3000,000000
1437;120000,000000;29703,897188;0,936842;3000,000000
1438;87950,085235;28261,766532;0,915789;3000,000000
1439;54104,145964;0,000000;0,957895;3000,000000
1440;116787,211895;32322,699559;0,926316;3000,000000
1441;95340,891174;23912,153590;0,936842;3000,000000
1442;58159,389417;0,000000;0,978947;3000,000000
1443;101853,875501;0,000000;0,968421;3000,000000
1444;51798,489486;6157,693648;0,936842;3000,000000
1445;63282,557119;0,000000;0,957895;3000,000000
1446;107722,162134;10445,750537;0,947368;3000,000000
1447;102028,301203;21287,503602;0,926316;3000,000000
1448;105820,549533;59512,188931;0,926316;3000,000000
1449;114548,407045;22601,094864;0,936842;3000,000000
1450;99836,279069;63646,613751;0,873684;3000,000000
1451;78348,665315;37267,813026;0,915789;3000,000000
1452;103587,242738;3326,103644;0,947368;3000,000000
1453;120000,000000;0,000000;0,957895;3000,000000
1454;58658,514870;22659,291537;0,926316;3000,000000
1455;120000,000000;255,113505;0,957895;3000,000000
1456;59591,352331;38755,168971;0,926316;3000,000000
1457;106604,475108;26909,215431;0,926316;3000,000000
1458;120000,000000;0,000000;0,957895;3000,000000
1459;109950,344771;59114,851773;0,926316;3000,000000
1460;52706,946549;0,000000;0,978947;3000,000000
1461;78464,301348;11981,962642;0,936842;3000,000000
1462;111177,636426;21431,003485;0,936842;3000,000000
1463;36509,126405;966,300933;0,947368;3000,000000
1464;10620,659096;0,000000;0,989474;3000,000000
1465;100652,695440;4392,573331;0,947368;3000,000000
1466;83981,758807;38435,038017;0,915789;3000,000000
1467;117980,709939;0,000000;0,968421;3000,000000
1468;56659,393614;0,000000;0,957895;3000,000000
1469;106009,676670;1331,818001;0,947368;3000,000000
1470;87463,012934;39440,270313;0,894737;3000,000000
1471;85980,661871;0,000000;0,978947;3000,000000
1472;33467,161965;0,000000;0,968421;3000,000000
1473;66772,631234;26345,047881;0,936842;3000,000000
1474;113483,438511;0,000000;0,957895;3000,000000
1475;77089,780075;413,836743;0,957895;3000,000000
1476;73481,559981;0,000000;0,968421;3000,000000
1477;83945,866909;7080,764515;0,936842;3000,000000
1478;72560,058594;18972,869301;0,936842;3000,000000
1479;63095,000150;26516,999025;0,894737;3000,000000
1480;114530,055546;67026,792795;0,915789;3000,000000
1481;116012,822752;34527,965349;0,936842;3000,000000
1482;109882,237566;0,000000;0,968421;3000,000000
1483;95621,415461;0,000000;0,957895;3000,000000
1484;116787,211895;0,000000;0,968421;3000,000000
1485;106463,530626;43003,855917;0,915789;3000,000000
1486;100058,798500;16039,003424;0,936842;3000,000000
1487;118958,618725;36074,497820;0,936842;3000,000000
1488;106412,938971;1309,224424;0,947368;3000,000000
1489;107177,552833;60076,776581;0,936842;3000,000000
1490;0,000000;0,000000;1,000000;3000,000000
1491;101026,162336;0,000000;0,989474;3000,000000
1492;117934,479929;0,000000;0,957895;3000,000000
1493;0,000000;0,000000;1,000000;3000,000000
1494;94748,539149;0,000000;0,989474;3000,000000
1495;120000,000000;45536,353642;0,926316;3000,000000
1496;78499,397116;0,000000;0,968421;3000,000000
1497;102549,006437;933,347151;0,947368;3000,000000
1498;43748,189231;25116,878431;0,936842;3000,000000
1499;112740,689964;31623,160012;0,936842;3000,000000
