episode;mean_e;var_e;std_e;rms_e
1465;-5443,245159;521335271,228839;22832,767489;23472,626378
1466;-10410,296605;1030938860,940891;32108,236653;33753,712927
1467;-7130,572042;945970791,410163;30756,638168;31572,390614
1468;-5469,878839;758167306,722337;27534,838055;28072,885160
1469;-4258,578917;683896601,636578;26151,416819;26495,888285
1470;-6996,240372;879314780,379518;29653,242325;30467,395027
1471;-8488,620913;606243990,302844;24622,022466;26044,206175
1472;-3073,717559;762251566,924001;27608,903762;27779,476355
1473;-6149,867116;457419412,956780;21387,365732;22253,994664
1474;-18017,589467;1277761881,370518;35745,795296;40029,931446
1475;-12285,184453;1129128170,970585;33602,502451;35777,841299
1476;-7394,316965;917099237,352190;30283,646368;31173,308466
1477;-4366,137905;607731416,272720;24652,209156;25035,865803
1478;-7509,634874;451264953,040361;21242,997741;22531,301982
1479;-7839,655063;360136804,541727;18977,270735;20532,827278
1480;-13665,183136;865466485,396351;29418,811760;32437,689738
1481;-10877,162170;948653189,708481;30800,214118;32664,443154
1482;-9726,848792;632424507,428421;25148,051762;26963,606859
1483;-8522,263656;665797630,816235;25803,054680;27174,006120
1484;-10396,455980;589900652,467229;24287,870480;26419,442640
1485;-4407,602764;764827956,202955;27655,523069;28004,551743
1486;-2909,265153;551232356,041349;23478,338017;23657,898888
1487;-8614,427716;563383764,334398;23735,706527;25250,586710
1488;-3505,628961;866166135,151930;29430,700555;29638,751147
1489;-5729,257053;504361309,602276;22457,989883;23177,266793
1490;-6372,383586;818691071,194439;28612,778110;29313,791017
1491;-8762,155207;583490348,373287;24155,544878;25695,636055
1492;-6403,201663;444414572,861044;21081,142589;22032,148429
1493;-2862,173180;711081051,850312;26666,103050;26819,267088
1494;-1805,627130;1098995943,830783;33151,107732;33200,244474
1495;-13616,402956;993521877,397222;31520,182065;34335,525435
1496;-6085,471599;615277776,365922;24804,793415;25540,374722
1497;-7430,232045;652234701,606064;25538,886068;26597,801598
1498;-10680,310968;856763495,594030;29270,522640;31158,185730
1499;-14731,573384;1031576648,505073;32118,166954;35335,476548
1500;-6193,946218;461806601,646513;21489,685936;22364,515899
1501;-14369,428096;749057249,708120;27368,910276;30911,773057
1502;-8301,423911;629086095,436336;25081,588774;26419,684600
1503;-5279,805107;476191671,900922;21821,816421;22451,459059
1504;-6005,985747;564646668,412533;23762,295100;24509,560037
1505;-7619,435815;640134032,436423;25300,870191;26423,282055
1506;-2276,272248;794223382,202613;28181,969097;28273,747497
1507;-8989,125930;1513278328,777301;38900,878252;39925,965408
1508;-15537,808341;1075144924,951859;32789,402632;36284,547854
1509;-3984,277071;368568903,249365;19198,148433;19607,227418
1510;2505,104779;857635288,139125;29285,410841;29392,360199
1511;-7504,542906;870419797,236561;29502,877779;30442,371154
1512;-10446,750638;894082705,660808;29901,215789;31673,605803
1513;-11454,026454;843278814,240708;29039,263321;31216,558687
1514;-8559,482406;850312998,960291;29160,126868;30390,421814
1515;-2998,663656;612760444,671125;24753,998559;24934,963974
1516;-1544,926640;382761430,256412;19564,289669;19625,193721
1517;-8959,064550;536782198,996221;23168,560572;24840,431490
1518;-8259,336217;645586877,844269;25408,401718;26717,101501
1519;-6448,673813;535828009,307465;23147,959074;24029,427859
1520;-4459,152996;811172451,507585;28481,089367;28828,050523
1521;-10025,450002;531367444,267074;23051,408726;25137,165552
1522;-12971,976557;861772310,470770;29355,958688;32094,306135
1523;-4763,059266;555590085,394122;23570,958517;24047,386947
1524;-8667,080803;605506627,730027;24607,044270;26088,789113
1525;-10355,012741;707104184,564553;26591,430660;28536,476191
1526;-6353,637332;943038272,712967;30708,928225;31359,320466
1527;-10183,153096;667167887,643426;25829,593254;27764,446593
1528;1952,892700;942401159,083195;30698,553045;30760,607097
1529;-6684,886655;538711893,091739;23210,167882;24153,666444
1530;-9942,183586;765112836,322901;27660,673100;29393,193953
1531;-1782,106950;573378554,066879;23945,324263;24011,548456
1532;-6426,701795;623112207,324699;24962,215593;25776,243002
1533;-5256,262187;487402548,514142;22077,195214;22694,290927
1534;-18119,174546;1083852576,968068;32921,916362;37578,678305
1535;-8989,171007;652362210,449039;25541,382313;27077,064203
1536;-2564,405474;770068639,426819;27750,110620;27868,347903
1537;-11884,467550;748415256,156764;27357,179243;29827,098838
1538;-5197,662652;593741063,959633;24366,802498;24914,990688
1539;-4181,265565;713997210,008438;26720,726225;27045,890478
1540;-13673,269346;926257326,544938;30434,475953;33364,886051
1541;-1918,346691;488769155,079942;22108,124187;22191,196658
1542;-7429,464733;537661159,517902;23187,521634;24348,677700
1543;-4318,263680;726908570,392883;26961,242004;27304,870840
1544;-7078,210229;639594525,790590;25290,206124;26262,056009
1545;-14471,358278;767894573,129576;27710,910724;31262,034219
1546;-4673,839228;532410964,873794;23074,032263;23542,636598
1547;-17691,940576;1098069099,513735;33137,125698;37564,263082
1548;-4991,754985;653389832,937585;25561,491211;26044,336251
1549;-11120,478092;824833827,749185;28719,920399;30797,708693
1550;-4472,659388;244413998,332279;15633,745499;16260,955702
1551;-2392,264446;636309987,845689;25225,185586;25338,368476
1552;-5535,333315;725588945,874349;26936,758266;27499,615648
1553;-7404,513770;919374374,321101;30321,186888;31212,196310
1554;-13700,107616;664143080,817351;25770,973610;29186,230135
1555;-4352,572124;598259916,081403;24459,352323;24843,606827
1556;-8215,890273;557210045,563094;23605,296981;24994,217302
1557;-15910,444660;1021665997,254195;31963,510403;35704,456956
1558;-7044,405376;523697080,354693;22884,428775;23944,116761
1559;-14535,833019;1116616508,784442;33415,812257;36440,457603
1560;-5148,192530;307352562,008631;17531,473469;18271,739062
1561;-6995,910731;1015903893,750721;31873,247305;32631,988305
1562;-6846,662254;1066377395,730087;32655,434398;33365,463877
1563;-10603,404368;534482074,569426;23118,868367;25434,509210
1564;-4415,617881;873827674,571191;29560,576357;29888,548908
1565;-13836,934584;969668209,175638;31139,495969;34075,342520
1566;-9888,790314;765473482,963420;27667,191454;29381,314757
1567;512,666617;883588764,075553;29725,221010;29729,641625
1568;-9509,282545;654382906,235282;25580,909019;27291,195664
1569;-2036,047555;749030962,408799;27368,430032;27444,060415
1570;-9067,798558;552137660,725966;23497,609681;25186,556561
1571;-9515,699803;589858280,529922;24286,998179;26084,608935
1572;-6993,387155;832482431,175982;28852,771638;29688,211382
1573;-5677,408491;553017535,483038;23516,324872;24191,951196
1574;-7828,787043;569019952,030352;23854,139096;25105,972568
1575;-7141,783914;694054022,062848;26344,905049;27295,770726
1576;-3707,192110;471161188,947387;21706,247694;22020,546367
1577;-9331,874128;629684998,228975;25093,525026;26772,539531
1578;-6165,933899;882804384,568201;29712,024242;30345,067563
1579;-11420,010232;865628015,655561;29421,556989;31560,175053
1580;-2219,627751;761084731,002413;27587,764154;27676,912370
1581;-13187,297361;1390510621,553109;37289,551104;39552,691858
1582;-6867,724082;547931396,443291;23407,934476;24394,610686
1583;-2456,599651;427137549,959533;20667,306306;20812,794906
1584;-9551,857540;690969791,132971;26286,304250;27967,977646
1585;-4866,283974;606260091,142965;24622,349424;25098,621692
1586;-8502,709596;474980104,296599;21794,038274;23393,934572
1587;-3495,725546;492918600,247834;22201,770205;22475,290818
1588;-1260,035569;705304882,647732;26557,576747;26587,451406
1589;-6200,650109;719118578,370146;26816,386378;27523,928501
1590;-6974,610730;953391716,888286;30877,041906;31654,966620
1591;-12665,190128;737785547,339303;27162,208072;29969,861333
1592;-9217,794784;624537936,595605;24990,757023;26636,547773
1593;-8635,123939;773057899,298426;27803,918776;29113,970268
1594;-9374,705311;615328448,008907;24805,814802;26518,173913
1595;443,196653;351691908,508185;18753,450576;18758,686835
1596;-6280,129225;904545909,893218;30075,669733;30724,354069
1597;-5694,945939;802598814,674916;28330,174985;28896,906823
1598;-6544,113920;523508405,769462;22880,306068;23797,769491
1599;-6186,059007;358067932,352506;18922,683011;19908,170644
1600;-572,171380;566177392,769949;23794,482402;23801,360735
1601;-3857,291733;653429862,156890;25562,274198;25851,664582
1602;-7182,963806;583427706,196422;24154,248202;25199,656252
1603;-7291,326266;696906724,099514;26398,990967;27387,408837
1604;-5333,147120;429959228,009919;20735,458230;21410,317284
1605;-6089,700658;363318088,841385;19060,904723;20010,061043
1606;-13053,383375;838714150,279277;28960,561981;31766,412574
1607;-8342,554519;631289434,276073;25125,473812;26474,282808
1608;-8583,754938;517061573,452544;22738,987960;24305,193319
1609;-5522,349596;499885465,277808;22358,118554;23030,019764
1610;-3018,397559;738680804,645105;27178,682909;27345,777160
1611;-6722,256889;882597563,263376;29708,543607;30459,584714
1612;-4486,390218;676182286,783573;26003,505279;26387,686219
1613;-12651,232352;897783927,049350;29963,042687;32524,415553
1614;-11166,722901;701767593,979009;26490,896436;28748,274632
1615;-7781,286467;496292918,754846;22277,632701;23597,485837
1616;-8813,226340;642111307,172748;25339,915295;26828,795457
1617;-11166,346421;931723935,919596;30524,153320;32502,480341
1618;-6911,223553;894505838,664656;29908,290467;30696,430569
1619;-6086,312733;534124986,240959;23111,144200;23899,125275
1620;-10673,213595;733706059,823984;27087,009060;29113,975137
1621;-7704,305176;512935375,110797;22648,076632;23922,618865
1622;-4826,582163;715277076,545092;26744,664450;27176,699062
1623;-7870,870002;675214829,935020;25984,896189;27150,790495
1624;-7216,541993;390257188,673152;19754,928212;21031,777552
1625;-7881,981239;654861929,922408;25590,270220;26776,623353
1626;-13746,910747;975881446,204595;31239,101239;34130,030783
1627;-6747,920848;514392556,394645;22680,223905;23662,776510
1628;-4319,211034;668755556,310285;25860,308512;26218,526661
1629;-8696,772881;903328641,742228;30055,426161;31288,376441
1630;-13035,023565;669649516,532191;25877,587147;28975,185174
1631;-594,065629;469103666,850537;21658,801141;21666,946735
1632;-5966,545935;333687729,419705;18267,121542;19216,851975
1633;-5665,103505;480159656,990670;21912,545653;22633,008079
1634;-8795,146598;601764094,262184;24530,880422;26059,905947
1635;-17944,081307;1020141663,024208;31939,656589;36635,115900
1636;-7308,665419;448493832,459674;21177,672971;22403,357397
1637;-4566,151891;327574056,507833;18099,007059;18666,113671
1638;-4070,813644;833839462,258971;28876,278539;29161,806974
1639;-4556,285452;282624643,934043;16811,443838;17417,932743
1640;-7295,350970;595453220,315872;24401,910178;25469,106111
1641;-7910,698220;790698556,361689;28119,362659;29210,917526
1642;-1548,369374;807866205,346067;28422,987270;28465,130477
1643;-6515,357410;375218226,071234;19370,550484;20436,930011
1644;-5952,121820;376163660,229795;19394,939037;20287,715850
1645;-366,271445;595359759,980118;24399,995082;24402,744000
1646;-20636,752664;1267341930,188044;35599,746210;41148,724047
1647;-4232,158334;690444439,170313;26276,309466;26614,950748
1648;-6372,844173;404836806,756726;20120,556820;21105,685244
1649;-7355,191425;511658541,420783;22619,870500;23785,654969
1650;-12248,369656;926386731,337849;30436,601836;32808,677062
1651;-9817,337635;663701020,689896;25762,395477;27569,569074
1652;-4543,814806;561352453,029159;23692,877686;24124,649345
1653;-5869,817952;451079801,242433;21238,639345;22034,848854
1654;-7106,619870;740172766,352874;27206,116341;28118,976019
1655;-5368,038285;583082922,736973;24147,110029;24736,587432
1656;-7136,834777;498703634,453767;22331,673346;23444,360624
1657;-8940,867024;744215529,285678;27280,313951;28708,093500
1658;-9024,017708;637030919,319599;25239,471455;26804,175326
1659;-5110,178007;732015184,465836;27055,779132;27534,144325
1660;-2781,904442;706696803,425267;26583,769549;26728,931811
1661;-602,892379;502783622,905765;22422,837084;22430,940732
1662;-2955,450621;197941048,806194;14069,152384;14376,221241
1663;-9457,752096;885451242,215499;29756,532765;31223,393745
1664;-9438,179366;642768059,769958;25352,870839;27052,676199
1665;-2009,640897;258451796,046640;16076,436049;16201,557104
1666;-5061,835562;592433181,310859;24339,950314;24860,719229
1667;-7017,172873;566269671,678456;23796,421405;24809,481793
1668;-10681,340815;628296803,547283;25065,849348;27246,795136
1669;-7672,773046;593648733,976359;24364,907838;25544,474553
1670;-3747,786872;427317368,051972;20671,656152;21008,647612
1671;-10833,750188;957671296,924996;30946,264668;32787,824571
1672;-11002,834185;780639716,558793;27939,930504;30028,354545
1673;-9713,224259;632723334,746394;25153,992422;26964,236690
1674;-2880,531172;831354534,411014;28833,219286;28976,749201
1675;-16424,700373;1189655420,089666;34491,381823;38202,437127
1676;-5033,845454;329527357,387764;18152,888403;18837,912768
1677;-5480,785878;740290535,213666;27208,280637;27754,811278
1678;-6535,605179;362986608,740264;19052,207451;20142,014393
1679;-1626,290914;375307082,801911;19372,843952;19440,985184
1680;300,601349;766491597,053844;27685,584644;27687,216513
1681;-7056,544314;647114703,450221;25438,449313;26399,043943
1682;-5709,175008;487563807,333709;22080,847070;22806,983286
1683;-13166,282832;716508312,787932;26767,672906;29830,509825
1684;-6796,942562;556328030,540286;23586,607016;24546,414376
1685;-5068,172010;353431858,027229;18799,783457;19470,958516
1686;-7952,678630;687736249,739882;26224,725923;27404,038883
1687;-3647,010921;427480777,612672;20675,608277;20994,796171
1688;-7005,821222;529669008,418189;23014,539066;24057,234659
1689;-6173,061059;552933705,421368;23514,542424;24311,322223
1690;-1713,940939;700368483,385585;26464,475876;26519,918494
1691;-17997,731126;1169592058,682422;34199,299096;38645,962071
1692;-4982,299406;494955674,541331;22247,599298;22798,661845
1693;-4233,187715;877372979,430745;29620,482431;29921,444779
1694;-11206,630130;636170936,024009;25222,429225;27599,990849
1695;-15993,970443;1298077407,054641;36028,841323;39419,341668
1696;1226,442314;482707284,340544;21970,600455;22004,805045
1697;-14117,653313;1071052325,908889;32726,935786;35642,116393
1698;-9871,091794;558579791,401710;23634,292699;25612,853114
1699;-12870,330079;1167928455,375023;34174,968257;36518,130452
1700;-2339,524752;534870461,217705;23127,266618;23245,297100
1701;-11409,892488;907898905,167539;30131,360825;32219,319542
1702;-10412,479691;753835719,611293;27456,068903;29364,186570
1703;-6038,902429;352997185,080971;18788,219316;19734,880989
1704;-4511,159818;652277370,641161;25539,721428;25935,071497
1705;-3651,542297;676380210,240022;26007,310708;26262,406047
1706;-6828,533193;439697369,657976;20968,962055;22052,805609
1707;-17855,273006;1117722501,345901;33432,357101;37901,626290
1708;-3170,691139;615215263,207869;24803,533281;25005,370333
1709;-431,360419;658916339,572108;25669,365780;25672,989919
1710;-14024,249713;798803391,784713;28263,110087;31551,275280
1711;-642,182037;606032320,234549;24617,723701;24626,098311
1712;-5516,296291;379526894,817604;19481,450018;20247,380561
1713;-6541,587097;492555670,515884;22193,595259;23137,589163
1714;-6697,404626;598228665,568264;24458,713490;25359,098846
1715;-11046,034920;735776809,201014;27125,206160;29288,081137
1716;-5490,538247;332755048,478676;18241,574726;19049,962171
1717;-4894,507846;812011247,557816;28495,811053;28913,101781
1718;-2782,322329;865438324,690629;29418,333139;29549,613233
1719;-5023,748080;711275705,585469;26669,752635;27138,786825
1720;65,995232;470395621,119268;21688,605790;21688,706197
1721;-5229,781515;448542099,951848;21178,812525;21814,965383
1722;-4955,168835;300187923,844155;17325,932120;18020,588837
1723;-7756,788388;743772369,599880;27272,190407;28353,838112
1724;-2964,057233;698179996,352885;26423,095889;26588,825315
1725;-9138,466497;668369895,699861;25852,850823;27420,457064
1726;-8909,964347;532434151,759396;23074,534703;24735,028127
1727;-10089,826286;793264010,019270;28164,942926;29917,697179
1728;-5589,057090;615554644,607769;24810,373730;25432,109699
1729;-6605,104910;428532829,508966;20701,034503;21729,248500
1730;-8180,433018;517671214,742767;22752,389210;24178,310510
1731;-3684,069006;665172367,003979;25790,935753;26052,729827
1732;-2644,673747;766293880,269996;27682,013660;27808,059614
1733;-8100,554920;760714091,119246;27581,045867;28746,009830
1734;-6546,682442;598758312,441632;24469,538460;25330,167063
1735;-8412,066908;714764361,297965;26735,077357;28027,258713
1736;-1551,323539;529198605,589144;23004,317108;23056,565449
1737;-5409,283384;421380582,745470;20527,556668;21228,304913
1738;-8180,472433;500799053,799283;22378,540028;23826,858438
1739;-4100,885631;221036930,916835;14867,310817;15422,522293
1740;-4919,697636;663606671,755135;25760,564275;26226,133848
1741;-6091,990606;704214840,514330;26537,046567;27227,324328
1742;-14940,140846;1011715890,336817;31807,481672;35141,481170
1743;885,454292;406364681,872136;20158,489077;20177,926335
1744;-4304,582528;325342283,109845;18037,247105;18543,778306
1745;-4721,471364;554699257,139504;23552,054202;24020,648388
1746;-3916,239117;317739860,516182;17825,259059;18250,391485
1747;-5304,882636;389811308,487216;19743,639697;20443,901004
1748;-5308,966638;617047978,889990;24840,450457;25401,439047
1749;-8095,655255;611102303,835874;24720,483487;26012,342029
1750;-4509,352245;379738023,755509;19486,867982;20001,806954
1751;-4725,490749;1051617538,073392;32428,653041;32771,142807
1752;-745,117892;468327317,695468;21640,871463;21653,695259
1753;-1334,813669;347857001,424731;18650,924948;18698,629066
1754;-10816,290338;782078876,334374;27965,673179;29984,512886
1755;-5372,684012;574675599,766222;23972,392450;24567,078240
1756;-11697,743448;836732038,061069;28926,320852;31202,071082
1757;-1345,933967;102215615,654009;10110,173869;10199,370270
1758;-3935,724557;420475044,648676;20505,488159;20879,774243
1759;994,708228;331766527,263088;18214,459291;18241,600032
1760;380,308789;515879121,951152;22712,972548;22716,156293
1761;-6413,348051;456689326,127712;21370,290736;22311,888296
1762;-6181,519664;475362509,263300;21802,809664;22662,164385
1763;-4439,942162;733219995,691958;27078,035300;27439,626129
1764;-3579,150493;580026706,322346;24083,743611;24348,244795
1765;-7437,965908;555524623,915671;23569,569871;24715,338573
1766;-7124,391030;495047913,220581;22249,672205;23362,466924
1767;-4301,623336;477994492,207037;21863,085148;22282,245298
1768;-666,718205;496418903,292413;22280,460123;22290,433295
1769;1699,288740;530807380,546980;23039,257378;23101,838948
1770;-6268,938011;550010660,963595;23452,306091;24275,713064
1771;-3778,732822;274720716,967885;16574,701112;16999,986433
1772;-1758,193838;626900767,898108;25037,986498;25099,641700
1773;-10780,025697;725892630,463763;26942,394668;29018,986621
1774;-2098,927285;240497073,622985;15507,968069;15649,363226
1775;-5607,718612;250025885,517025;15812,206852;16777,139016
1776;-3817,058357;404097921,984219;20102,186995;20461,374746
1777;-2443,261861;644781403,879977;25392,546227;25509,820313
1778;-6797,109171;550423292,710596;23461,101694;24425,887615
1779;561,414070;594307002,956577;24378,412642;24384,876229
1780;-570,047280;335802413,339146;18324,912369;18333,776677
1781;-7875,982106;653973572,716438;25572,907006;26758,263524
1782;-1411,046879;570186316,129166;23878,574416;23920,229293
1783;33,045592;405263745,280936;20131,163535;20131,190658
1784;-5046,461708;438109873,898336;20931,074361;21530,830213
1785;-4205,387852;629426091,675828;25088,365664;25438,383963
1786;-3230,452905;264551033,276002;16265,024847;16582,727738
1787;1314,136109;611610139,994678;24730,752920;24765,643414
1788;-5595,381299;400318061,197604;20007,949950;20775,619199
1789;-5516,353235;353886676,581635;18811,875945;19604,000347
1790;-9029,439731;636831802,525222;25235,526595;26802,286925
1791;-6347,555803;551775240,258507;23489,896557;24332,420860
1792;-438,355368;586306848,471496;24213,773941;24217,741511
1793;696,936065;253676617,229031;15927,228799;15942,469605
1794;-5367,785204;627445116,706931;25048,854599;25617,537639
1795;-3889,369514;282592223,140319;16810,479563;17254,547759
1796;-2601,819740;259378315,581962;16105,226344;16314,036335
1797;-7136,615698;577839033,839671;24038,282672;25075,292969
1798;-7420,149449;548452401,330706;23419,060642;24566,461267
1799;-9127,981810;628325214,666211;25066,416071;26676,680202
1800;338,385024;738347500,831787;27172,550503;27174,657408
1801;-6665,723429;456982553,370985;21377,150263;22392,284881
1802;-2673,306222;530193525,409387;23025,931586;23180,597308
1803;-10046,420298;653052045,398762;25554,883005;27458,743711
1804;-3282,975862;245457273,745071;15667,076107;16007,348446
1805;-5648,370200;338788575,065700;18406,210231;19253,380508
1806;-3812,594176;223511504,572587;14950,301153;15428,784104
1807;-1032,327789;493667402,762919;22218,627383;22242,596598
1808;-3145,501845;461208743,316292;21475,771076;21704,905555
1809;-6687,950691;376047462,145544;19391,943228;20512,828830
1810;-10762,246925;563727607,756564;23742,948590;26068,248246
1811;-1679,084880;386781281,203825;19666,755737;19738,303049
1812;-12280,779947;959918617,485162;30982,553437;33327,708796
1813;-8572,562652;698562620,829002;26430,335239;27785,813849
1814;-8546,927293;653281014,112383;25559,362553;26950,528386
1815;-6062,795588;672318886,105790;25929,112713;26628,488062
1816;-2040,628613;317014912,007144;17804,912581;17921,469726
1817;-1709,215810;689534389,968755;26258,986842;26314,555072
1818;-1231,983401;457406531,666593;21387,064587;21422,518871
1819;-4222,674475;712013682,148349;26683,584507;27015,637358
1820;-4840,172131;435717050,474099;20873,836506;21427,653085
1821;-5003,677881;396044090,373402;19900,856524;20520,255425
1822;-4342,455136;579202936,661332;24066,635342;24455,262282
1823;-4183,032435;416630827,980341;20411,536639;20835,752646
1824;-5328,887760;543181464,931819;23306,253773;23907,708165
1825;-4064,778127;308603592,256350;17567,116788;18031,251024
1826;-9650,572659;591501435,522749;24320,802526;26165,530535
1827;-3564,081021;386174472,886427;19651,322421;19971,908933
1828;-17575,701373;945996520,773670;30757,056439;35424,593146
1829;-5376,317604;281463037,070015;16776,860167;17617,259380
1830;-3085,587307;287076593,773718;16943,334789;17222,004610
1831;-3397,953697;286238990,721846;16918,598959;17256,450390
1832;-620,002957;702604571,088499;26506,689176;26513,939254
1833;-4787,498321;325865078,808942;18051,733402;18675,792325
1834;-6026,300304;483827258,257790;21996,073701;22806,655906
1835;-6233,359023;396972782,269295;19924,175824;20876,483109
1836;-4613,883211;576901843,796853;24018,781064;24457,918188
1837;-8109,939465;486052328,141655;22046,594479;23490,922635
1838;-3022,932261;489927859,242543;22134,314068;22339,784661
1839;-4659,676405;451078720,653608;21238,613906;21743,764735
1840;-16184,186013;1175194092,940459;34281,104022;37909,391578
1841;-5663,101256;405368536,440840;20133,766077;20915,048465
1842;-4991,587638;290030943,653047;17030,294879;17746,743104
1843;1674,467195;283998792,811581;16852,263730;16935,248247
1844;-4782,314223;428951258,231771;20711,138506;21256,100008
1845;-2803,562879;377856086,447714;19438,520686;19639,655070
1846;-12733,253841;885839599,716989;29763,057634;32372,447437
1847;-658,161414;328146800,345459;18114,822669;18126,775135
1848;-6751,883083;399900481,642409;19997,511886;21106,596287
1849;-6426,267791;489463280,603514;22123,817044;23038,233403
1850;-258,713973;160944174,824789;12686,377530;12689,015239
1851;1864,154267;526280396,736072;22940,802007;23016,417355
1852;-6024,392662;471205865,888963;21707,276796;22527,742293
1853;777,417140;714638989,808682;26732,732554;26744,034236
1854;-10765,006161;828016211,877176;28775,270839;30722,981130
1855;-5217,062141;381523211,836203;19532,619175;20217,342783
1856;-423,315713;276692919,971472;16634,089094;16639,474636
1857;-15412,203397;1052986333,129055;32449,750895;35923,840923
1858;-510,259216;667008994,323147;25826,517270;25831,557421
1859;-9387,049614;636379784,529497;25226,569020;26916,472373
1860;-2540,626203;614272493,013496;24784,521238;24914,398940
1861;-6220,558744;541418740,145150;23268,406481;24085,557732
1862;-2290,299761;451501100,134216;21248,555248;21371,630100
1863;-1155,438843;392304423,087555;19806,676225;19840,349342
1864;-1710,428306;405953634,075642;20148,291096;20220,761585
1865;-12633,818005;765858147,592327;27674,142220;30421,563158
1866;-2525,878230;278852607,982263;16698,880441;16888,832666
1867;-7519,755345;434110323,865426;20835,314345;22150,779768
1868;-4961,637045;304400972,058907;17447,090647;18138,875771
1869;-4586,234309;1282538342,413427;35812,544484;36105,011945
1870;-7255,815863;460268174,650001;21453,861532;22647,627657
1871;-7282,433215;502153067,003298;22408,772099;23562,404388
1872;-6461,003020;662189522,709073;25733,043402;26531,756119
1873;-1171,773595;607453506,951698;24646,571911;24674,411043
1874;-7128,301886;628200679,410157;25063,931843;26057,884933
1875;-10628,671816;729003958,012150;27000,073296;29016,764509
1876;-8852,779287;463888051,653032;21538,060536;23286,471454
1877;-8045,876987;665047578,174322;25788,516401;27014,509336
1878;-12806,722353;1067661096,722279;32675,083729;35095,202438
1879;-11348,587798;894917719,218144;29915,175400;31995,439741
1880;-4015,724365;289235767,263832;17006,932918;17474,604701
1881;-5749,545259;438477358,977303;20939,850978;21714,848138
1882;-9563,682183;783300984,761761;27987,514801;29576,426452
1883;-8091,352621;554818188,932349;23554,578938;24905,585240
1884;-7301,270521;532513891,490093;23076,262511;24203,769184
1885;-2820,164594;290911962,151021;17056,141479;17287,720801
1886;-8038,190495;596517810,010285;24423,714091;25712,454501
1887;-9623,299583;702577190,001184;26506,172677;28199,026310
1888;-7229,199772;472819581,619538;21744,414952;22914,644029
1889;-531,357493;337150881,621375;18361,668814;18369,355525
1890;-11511,380631;756776189,333295;27509,565415;29820,933476
1891;-9615,269810;646208226,074811;25420,625997;27178,330331
1892;-3807,121500;408039125,869787;20199,978363;20555,614804
1893;-13095,592338;910012386,529081;30166,411562;32886,272595
1894;-2361,651829;598953427,718247;24473,525037;24587,208607
1895;-3416,960985;540763747,767607;23254,327506;23504,028807
1896;-12965,278812;779497466,170806;27919,481839;30783,045997
1897;-5752,956433;665850657,509450;25804,082187;26437,608917
1898;-5250,787626;418604349,781624;20459,822819;21122,857772
1899;-4552,274871;387472398,480453;19684,318593;20203,851241
1900;-7458,557935;791094833,201213;28126,408111;29098,538102
1901;-4797,017628;413696879,250574;20339,539799;20897,565824
1902;-5392,273854;427412448,933706;20673,955812;21365,604748
1903;-1578,627240;759546578,200606;27559,872609;27605,047404
1904;-13071,401302;1007227434,495783;31736,846638;34323,300635
1905;-7819,477490;558886933,419983;23640,789611;24900,424929
1906;-6407,806364;609648697,999961;24691,065145;25508,992148
1907;-7437,532965;502867969,993936;22424,717835;23625,936311
1908;-5245,921653;365398918,265242;19115,410492;19822,174761
1909;-2895,655218;305217952,110590;17470,488033;17708,833142
1910;-12566,303888;729691926,001785;27012,810405;29792,682313
1911;-9487,271285;621442758,916845;24928,753658;26673,040234
1912;-5342,542758;381587978,652449;19534,277019;20251,684912
1913;-3360,459911;176529006,418555;13286,421882;13704,805625
1914;-6230,997839;604115301,322564;24578,757115;25356,274084
1915;-1252,666665;317076520,961848;17806,642608;17850,649701
1916;-6315,239030;430692887,405397;20753,141627;21692,743750
1917;-2396,375545;135331610,750331;11633,211541;11877,467175
1918;-8486,999270;609877312,131830;24695,694202;26113,338904
1919;-5556,743358;509070492,019406;22562,590543;23236,778795
1920;-13599,445838;899643146,672795;29994,051855;32933,084790
1921;-4639,191633;350718492,306184;18727,479604;19293,537553
1922;-2515,642777;288251107,950652;16977,959475;17163,320382
1923;-4326,364497;700835795,718120;26473,303453;26824,489286
1924;-7053,524435;515562366,163865;22705,998462;23776,344822
1925;-6096,369779;375683554,741744;19382,558003;20318,692852
1926;-4162,849241;360827474,992512;18995,459326;19446,253850
1927;-6482,406552;418859626,857234;20466,060365;21468,144344
1928;-1354,279715;306955239,979368;17520,138127;17572,402042
1929;-1974,937230;1129437443,312202;33607,104060;33665,083104
1930;-3449,341003;279146756,484692;16707,685551;17060,032528
1931;-10817,843695;740228381,777808;27207,138434;29278,902370
1932;-6853,382912;396277234,576914;19906,713304;21053,410458
1933;-8549,526194;524768545,763685;22907,827172;24451,236041
1934;-5578,023691;531259705,295676;23049,071680;23714,427119
1935;-8051,944830;669353633,811659;25871,869546;27095,893588
1936;-8186,488719;522668153,900757;22861,936792;24283,466627
1937;-5099,819331;381130582,060218;19522,565970;20177,679234
1938;-4476,006338;267926786,792715;16368,469287;16969,426023
1939;-4714,278429;514301530,420674;22678,217091;23163,029843
1940;-4461,776801;629095358,185187;25081,773426;25475,533565
1941;-7642,212217;614757912,282993;24794,312095;25945,352567
1942;-8584,720467;741244239,923589;27225,800997;28547,183143
1943;-2295,314356;494092549,216289;22228,192666;22346,387118
1944;-8557,772224;630866103,117027;25117,048057;26534,912258
1945;-5607,949939;344932501,990756;18572,358547;19400,556809
1946;-6452,881887;425599099,904032;20630,053318;21615,706895
