episode;step;epsilon;potential_wind#0;action_wind#0;power_wind#0;idx_wind#0;potential_battery#0;action_battery#0;power_battery#0;idx_battery#0;soc_battery#0;soc_idx_battery#0;potential_grid#0;action_grid#0;power_grid#0;idx_grid#0;env_price;env_price_idx;env_renewable_potential;env_renewable_potential_idx;env_total_renewable;env_total_renewable_idx;env_total_power;env_total_power_idx;env_demand_power;env_demand_power_idx;env_grid_power;env_grid_power_idx;env_energy_balance;env_energy_balance_idx;env_delta_power_idx;reward_wind#0;reward_battery#0;reward_grid#0;env_delta_ph;env_delta_ph_norm;env_delta_ph_idx
534;68;0,492192;44437,147711;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,000000;0;100887,255535;0,000000;0,000000;0;77,175464;0;65494,037022;1;0,000000;0;0,000000;0;100887,255535;1;0,000000;0;-100887,255535;0;;1,000000;-1,000000;1,000000;-35393,218513;-0,117977;-1,000000
534;69;0,492192;56485,666256;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,000000;0;103227,600192;1,000000;103227,600192;1;80,168634;0;56485,666256;1;0,000000;0;103227,600192;1;103227,600192;1;103227,600192;1;0,000000;0;;1,000000;-1,000000;-1,000000;-46741,933936;-0,155806;-1,000000
534;70;0,492192;58558,408982;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,000000;0;63805,591365;1,000000;63805,591365;1;54,609699;0;58558,408982;1;0,000000;0;63805,591365;1;63805,591365;1;63805,591365;1;0,000000;0;;1,000000;-1,000000;-1,000000;-5247,182383;-0,017491;-1,000000
534;71;0,492192;58186,894246;1,000000;58186,894246;1;0,000000;0,000000;0,000000;0;0,000000;0;0,000000;0,000000;0,000000;0;44,483589;0;58186,894246;1;58186,894246;1;58186,894246;1;57857,690103;1;0,000000;0;329,204143;1;;1,000000;1,000000;-0,250000;329,204143;0,001097;0,000000
534;72;0,492192;55119,859036;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,000000;0;29996,295650;0,000000;0,000000;0;30,707517;0;55119,859036;1;0,000000;0;0,000000;0;29996,295650;1;0,000000;0;-29996,295650;0;;-1,000000;1,000000;1,000000;25123,563386;0,083745;1,000000
534;73;0,492192;29491,093249;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,000000;0;22919,055495;1,000000;22919,055495;1;11,637248;0;29491,093249;1;0,000000;0;22919,055495;1;22919,055495;1;22919,055495;1;0,000000;0;;-1,000000;1,000000;-1,000000;6572,037755;0,021907;1,000000
534;74;0,492192;44453,155174;1,000000;44453,155174;1;0,000000;0,000000;0,000000;0;0,000000;0;0,000000;0,000000;0,000000;0;33,804196;0;44453,155174;1;44453,155174;1;44453,155174;1;35577,919854;1;0,000000;0;8875,235320;1;;-1,000000;-1,000000;1,000000;8875,235320;0,029584;1,000000
534;75;0,492192;78169,413930;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,000000;0;29344,361701;0,000000;0,000000;0;12,044986;0;78169,413930;1;0,000000;0;0,000000;0;29344,361701;1;0,000000;0;-29344,361701;0;;-1,000000;1,000000;1,000000;48825,052229;0,162750;1,000000
534;76;0,492192;60384,567454;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,000000;0;25474,212523;0,000000;0,000000;0;25,229503;0;60384,567454;1;0,000000;0;0,000000;0;25474,212523;1;0,000000;0;-25474,212523;0;;-1,000000;1,000000;1,000000;34910,354930;0,116368;1,000000
534;77;0,492192;53035,408408;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,000000;0;33328,751189;1,000000;33328,751189;1;39,616025;0;53035,408408;1;0,000000;0;33328,751189;1;33328,751189;1;33328,751189;1;0,000000;0;;-1,000000;1,000000;-1,000000;19706,657219;0,065689;1,000000
534;78;0,492192;73812,587881;1,000000;73812,587881;1;4238,660987;1,000000;-4238,660987;0;0,100347;0;0,000000;1,000000;0,000000;0;45,984492;0;86186,711976;1;73812,587881;1;73812,587881;1;73812,587881;1;0,000000;0;0,000000;0;;1,000000;0,899653;-1,000000;16612,785082;0,055376;1,000000
534;79;0,492192;24833,123366;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,100347;0;77451,208255;1,000000;77451,208255;1;54,626032;0;42237,979111;1;0,000000;0;77451,208255;1;77451,208255;1;77451,208255;1;0,000000;0;;1,000000;-1,000000;-1,000000;-35213,229145;-0,117377;-1,000000
534;80;0,492192;32662,092305;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,100347;0;83470,341943;0,000000;0,000000;0;53,506364;0;65067,344535;1;0,000000;0;0,000000;0;83470,341943;1;0,000000;0;-83470,341943;0;;1,000000;-1,000000;1,000000;-18402,997409;-0,061343;-1,000000
534;81;0,492192;35804,056044;1,000000;35804,056044;1;0,000000;0,000000;0,000000;0;0,100347;0;41609,137880;0,000000;0,000000;0;55,304163;0;75601,119185;1;35804,056044;1;35804,056044;1;77413,193924;1;0,000000;0;-41609,137880;0;;1,000000;1,000000;-0,250000;-1812,074739;-0,006040;0,000000
534;82;0,492192;30792,788470;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,100347;0;55369,057914;1,000000;55369,057914;1;41,266521;0;75009,763414;1;0,000000;0;55369,057914;1;55369,057914;1;55369,057914;1;0,000000;0;;-1,000000;0,899653;-1,000000;19640,705500;0,065469;1,000000
534;83;0,492192;35483,932979;0,000000;0,000000;1;56727,010107;2,000000;4238,660987;0;0,000000;0;52488,349120;0,000000;0,000000;0;34,561389;0;93459,997905;1;0,000000;0;4238,660987;1;56727,010107;1;0,000000;0;-52488,349120;0;;-1,000000;-1,000000;1,000000;36732,987799;0,122443;1,000000
534;84;0,492192;32987,914414;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,000000;0;49555,025003;0,000000;0,000000;0;33,398129;0;101694,827575;1;0,000000;0;0,000000;0;49555,025003;1;0,000000;0;-49555,025003;0;;-1,000000;1,000000;1,000000;52139,802572;0,173799;1,000000
534;85;0,492192;26254,089254;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,000000;0;51427,741854;0,000000;0,000000;0;27,951344;0;108635,077245;1;0,000000;0;0,000000;0;51427,741854;1;0,000000;0;-51427,741854;0;;-1,000000;1,000000;1,000000;57207,335391;0,190691;1,000000
534;86;0,492192;42212,754523;1,000000;42212,754523;1;0,000000;1,000000;0,000000;0;0,000000;0;5442,347199;0,000000;0,000000;0;31,875996;0;108281,174131;1;42212,754523;1;42212,754523;1;47655,101722;1;0,000000;0;-5442,347199;0;;1,000000;1,000000;1,000000;60626,072409;0,202087;1,000000
534;87;0,492192;26970,758469;1,000000;26970,758469;1;0,000000;1,000000;0,000000;0;0,000000;0;20011,869697;0,000000;0,000000;0;30,225812;0;100391,224831;1;26970,758469;1;26970,758469;1;46982,628166;1;0,000000;0;-20011,869697;0;;1,000000;1,000000;1,000000;53408,596664;0,178029;1,000000
534;88;0,492192;42052,617204;1,000000;42052,617204;1;0,000000;1,000000;0,000000;0;0,000000;0;4946,462933;0,000000;0,000000;0;33,004386;0;108881,894982;1;42052,617204;1;42052,617204;1;46999,080137;1;0,000000;0;-4946,462933;0;;1,000000;1,000000;1,000000;61882,814844;0,206276;1,000000
534;89;0,492192;54252,846177;1,000000;54252,846177;1;5981,398173;1,000000;-5981,398173;0;0,141605;0;0,000000;0,000000;0,000000;0;29,119849;0;101572,085058;1;54252,846177;1;54252,846177;1;54252,846177;1;0,000000;0;0,000000;0;;1,000000;0,858395;1,000000;53300,637053;0,177669;1,000000
534;90;0,492192;37543,724799;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,141605;0;103106,645990;0,000000;0,000000;0;77,412291;0;75486,032364;1;0,000000;0;0,000000;0;103106,645990;1;0,000000;0;-103106,645990;0;;1,000000;-1,000000;1,000000;-27620,613627;-0,092069;-1,000000
534;91;0,492192;36712,768105;0,000000;0,000000;1;0,000000;0,000000;0,000000;0;0,141605;0;99931,891887;1,000000;99931,891887;1;77,654009;0;62748,609332;1;0,000000;0;99931,891887;1;99931,891887;1;99931,891887;1;0,000000;0;;1,000000;-1,000000;1,000000;-37183,282555;-0,123944;-1,000000
534;92;0,492192;50269,807399;1,000000;50269,807399;1;0,000000;0,000000;0,000000;0;0,141605;0;43769,005957;0,000000;0,000000;0;73,605929;0;69463,989395;1;50269,807399;1;50269,807399;1;94038,813356;1;0,000000;0;-43769,005957;0;;-1,000000;-1,000000;-1,000000;-24574,823961;-0,081916;-1,000000
534;93;0,492192;41119,468401;1,000000;41119,468401;1;0,000000;1,000000;0,000000;0;0,141605;0;61636,531969;1,000000;61636,531969;1;82,860145;0;41119,468401;1;41119,468401;1;102756,000369;1;102756,000369;1;61636,531969;1;0,000000;0;;-1,000000;-1,000000;-1,000000;-61636,531969;-0,205455;-1,000000
534;94;0,492192;59634,483837;0,000000;0,000000;1;0,000000;1,000000;0,000000;0;0,141605;0;60843,270303;0,000000;0,000000;0;50,746416;0;59634,483837;1;0,000000;0;0,000000;0;60843,270303;1;0,000000;0;-60843,270303;0;;1,000000;-1,000000;1,000000;-1208,786466;-0,004029;0,000000
