episode,step,epsilon,potential_solar#0,action_solar#0,power_solar#0,idx_solar#0,potential_battery#0,action_battery#0,power_battery#0,idx_battery#0,soc_battery#0,soc_idx_battery#0,potential_grid#0,action_grid#0,power_grid#0,idx_grid#0,env_price,env_price_idx,env_renewable_potential,env_renewable_potential_idx,env_total_renewable,env_total_renewable_idx,env_total_power,env_total_power_idx,env_demand_power,env_demand_power_idx,env_grid_power,env_grid_power_idx,env_energy_balance,env_energy_balance_idx,env_delta_power_idx,reward_solar#0,reward_battery#0,reward_grid#0,env_delta_ph,env_delta_ph_norm,env_delta_ph_idx
3,57,0.9800671140939597,424264.0687119285,1.0,424264.0687119285,1,0.0,2.0,0.0,1,0.8064781188169033,1,0.0,0.0,0.0,0,2.0,0,424264.0687119285,1,424264.0687119285,1,424264.0687119285,1,250000.0,1,0.0,0,174264.0687119285,1,,1.0,-1.0,1.0,174264.0687119285,0.5808802290397617,1.0
3,58,0.9800671140939597,519615.2422706631,1.0,519615.2422706631,1,0.0,0.0,0.0,1,0.8064781188169033,1,0.0,1.0,0.0,0,2.0,0,519615.2422706631,1,519615.2422706631,1,519615.2422706631,1,250000.0,1,0.0,0,269615.2422706631,1,,1.0,-1.0,-1.0,269615.2422706631,0.8987174742355436,1.0
3,59,0.9800671140939597,579555.495773441,1.0,579555.495773441,1,0.0,2.0,0.0,1,0.8064781188169033,1,0.0,1.0,0.0,0,2.0,0,579555.495773441,1,579555.495773441,1,579555.495773441,1,250000.0,1,0.0,0,329555.49577344104,1,,1.0,-1.0,-1.0,329555.49577344104,1.0985183192448034,1.0
3,60,0.9800671140939597,600000.0,0.0,0.0,1,0.0,1.0,0.0,1,0.8064781188169033,1,250000.0,1.0,250000.0,1,2.0,0,600000.0,1,0.0,0,250000.0,1,250000.0,1,250000.0,1,0.0,0,,-1.0,0.19352188118309666,-1.0,350000.0,1.1666666666666667,1.0
3,61,0.9800671140939597,579555.495773441,1.0,579555.495773441,1,329555.49577344104,1.0,-329555.49577344104,1,0.8328848091833648,1,0.0,0.0,0.0,0,2.0,0,579555.495773441,1,579555.495773441,1,579555.495773441,1,579555.495773441,1,0.0,0,0.0,0,,1.0,0.16711519081663517,1.0,0.0,0.0,0.0
3,62,0.9800671140939597,519615.2422706632,0.0,0.0,1,0.0,0.0,0.0,1,0.8328848091833648,1,250000.0,0.0,0.0,0,2.0,0,519615.2422706632,1,0.0,0,0.0,0,250000.0,1,0.0,0,-250000.0,0,,-1.0,-1.0,1.0,269615.2422706632,0.898717474235544,1.0
3,63,0.9800671140939597,424264.0687119286,0.0,0.0,1,0.0,0.0,0.0,1,0.8328848091833648,1,250000.0,0.0,0.0,0,2.0,0,424264.0687119286,1,0.0,0,0.0,0,250000.0,1,0.0,0,-250000.0,0,,-1.0,-1.0,1.0,174264.06871192862,0.5808802290397621,1.0
3,64,0.9800671140939597,299999.99999999994,1.0,299999.99999999994,1,49999.99999999994,1.0,-49999.99999999994,1,0.8368912194397751,1,0.0,0.0,0.0,0,2.0,0,299999.99999999994,1,299999.99999999994,1,299999.99999999994,1,299999.99999999994,1,0.0,0,0.0,0,,1.0,0.16310878056022493,1.0,0.0,0.0,0.0
3,65,0.9800671140939597,155291.42706151263,0.0,0.0,1,0.0,0.0,0.0,1,0.8368912194397751,1,250000.0,1.0,250000.0,1,2.0,0,155291.42706151263,1,0.0,0,250000.0,1,250000.0,1,250000.0,1,0.0,0,,1.0,-1.0,1.0,-94708.57293848737,-0.3156952431282912,-1.0
3,66,0.9800671140939597,7.34788079488412e-11,1.0,7.34788079488412e-11,1,0.0,1.0,0.0,1,0.8368912194397751,1,249999.9999999999,0.0,0.0,0,2.0,0,7.34788079488412e-11,0,7.34788079488412e-11,0,7.34788079488412e-11,0,250000.0,1,0.0,0,-249999.9999999999,0,,-1.0,-1.0,1.0,-249999.9999999999,-0.833333333333333,-1.0
